logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source
"Mar 11, 2026 @ 21:37:56.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),980,14,176920338517
"Mar 11, 2026 @ 21:38:14.000",Rebel,naboo,gcw_region_naboo_1,factional presence,14,1,72543986951
"Mar 11, 2026 @ 21:41:50.000",Rebel,naboo,gcw_region_naboo_9,factional presence,10,0.6875,184689764316
"Mar 11, 2026 @ 21:44:44.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,144466166976
"Mar 11, 2026 @ 21:46:18.000",Rebel,corellia,gcw_region_corellia_5,factional presence,22,1,186103409795
"Mar 11, 2026 @ 21:46:52.000",Rebel,naboo,gcw_region_naboo_1,factional presence,10,0.6875,184689764316
"Mar 11, 2026 @ 21:47:06.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,183709747437
"Mar 11, 2026 @ 21:47:45.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1400,28,178806490550
"Mar 11, 2026 @ 21:47:53.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,0.6875,184689764316
"Mar 11, 2026 @ 21:50:55.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,10,0.6875,184689764316
"Mar 11, 2026 @ 21:51:22.000",Rebel,corellia,gcw_region_corellia_5,factional presence,22,1,186103409795
"Mar 11, 2026 @ 21:51:56.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),1540,22,72543986951
"Mar 11, 2026 @ 21:54:49.000",Rebel,naboo,gcw_region_naboo_12,factional presence,14,1,72543986951
"Mar 11, 2026 @ 21:56:26.000",Rebel,corellia,gcw_region_corellia_5,factional presence,22,1,186103409795
"Mar 11, 2026 @ 21:57:00.000",Rebel,corellia,gcw_region_corellia_10,factional presence,16,0.7375,184689764316
"Mar 11, 2026 @ 21:58:03.000",Rebel,talus,gcw_region_talus_3,delivering supplies (PvE),1400,20,141148758760
"Mar 11, 2026 @ 22:01:29.000",Rebel,corellia,gcw_region_corellia_5,factional presence,22,1,186103409795
"Mar 11, 2026 @ 22:02:56.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,38,1,117292161644
"Mar 11, 2026 @ 22:05:54.000",Rebel,naboo,gcw_region_naboo_1,factional presence,14,1,72543986951
"Mar 11, 2026 @ 22:06:34.000",Rebel,corellia,gcw_region_corellia_5,factional presence,21,0.95,184694284566
"Mar 11, 2026 @ 22:07:31.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),1540,22,72543986951
"Mar 11, 2026 @ 22:11:02.000",Rebel,tatooine,gcw_region_tatooine_9,delivering supplies (PvE),70,1,17402599128
"Mar 11, 2026 @ 22:20:20.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,132853911661
"Mar 11, 2026 @ 22:23:25.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,171963243796
"Mar 11, 2026 @ 22:25:22.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,132853911661
"Mar 11, 2026 @ 22:29:28.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,171963243796
"Mar 11, 2026 @ 22:30:22.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,132853911661
"Mar 11, 2026 @ 22:31:48.000",Imperial,talus,gcw_region_talus_16,participating in a PvP Space Battle,1500,1,187156254251
"Mar 11, 2026 @ 22:31:48.000",Imperial,talus,gcw_region_talus_16,winning a PvP Space Battle,1000,1,187156254251
"Mar 11, 2026 @ 22:34:30.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,171963243796
"Mar 11, 2026 @ 22:39:33.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,171963243796
"Mar 11, 2026 @ 22:41:41.000",Rebel,naboo,gcw_region_naboo_4,delivering supplies (PvE),840,12,141148758760
"Mar 11, 2026 @ 22:41:43.000",Rebel,naboo,gcw_region_naboo_4,delivering supplies (PvE),840,12,128566695680
"Mar 11, 2026 @ 23:11:43.000",Rebel,null,gcw_region_endor_15,factional presence,8,0.8,83867471102
"Mar 11, 2026 @ 23:15:53.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:16:48.000",Rebel,null,gcw_region_endor_15,factional presence,8,0.8,83867471102
"Mar 11, 2026 @ 23:16:53.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:17:56.000",Imperial,null,gcw_region_endor_15,factional presence,10,1,119473808337
"Mar 11, 2026 @ 23:21:04.000",Imperial,null,gcw_region_endor_15,participating in a Flashpoint,1875,1.25,-284852676478653874
"Mar 11, 2026 @ 23:21:04.000",Imperial,null,gcw_region_endor_15,winning a Flashpoint,1000,1,-284852676478653874
"Mar 11, 2026 @ 23:21:57.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:25:01.000",Imperial,null,gcw_region_endor_15,factional presence,10,1,119473808337
"Mar 11, 2026 @ 23:29:06.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,94535149048
"Mar 11, 2026 @ 23:29:57.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:30:07.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.156066,94535149048
"Mar 11, 2026 @ 23:30:14.000",Rebel,talus,gcw_region_talus_14,building up an Invasion,350,1,-348184546868074204
"Mar 11, 2026 @ 23:34:57.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:35:40.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),980,14,132248350600
"Mar 11, 2026 @ 23:35:47.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,130444170517
"Mar 11, 2026 @ 23:35:56.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,151512207788
"Mar 11, 2026 @ 23:40:00.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:43:59.000",Rebel,talus,gcw_region_talus_8,factional presence,14,1,172878146910
"Mar 11, 2026 @ 23:45:01.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:49:03.000",Rebel,talus,gcw_region_talus_8,factional presence,14,1,172878146910
"Mar 11, 2026 @ 23:49:53.000",Imperial,tatooine,gcw_region_tatooine_9,delivering supplies (PvE),1023,11,133215702585
"Mar 11, 2026 @ 23:50:01.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 11, 2026 @ 23:55:01.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 12, 2026 @ 00:00:04.000",Rebel,tatooine,gcw_region_tatooine_13,factional presence,14,1,171963243796
"Mar 12, 2026 @ 00:03:55.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:05:51.000",Imperial,rori,gcw_region_rori_3,factional presence,15,1,57097434311
"Mar 12, 2026 @ 00:08:30.000",Imperial,dantooine,gcw_region_dantooine_7,factional presence,13,0.8625,186196829493
"Mar 12, 2026 @ 00:08:39.000",Rebel,dantooine,gcw_region_dantooine_5,delivering supplies (PvE),550,11,29943798475
"Mar 12, 2026 @ 00:10:58.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:11:59.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:13:33.000",Imperial,dantooine,gcw_region_dantooine_7,factional presence,13,0.8625,186196829493
"Mar 12, 2026 @ 00:15:16.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1400,28,178806490550
"Mar 12, 2026 @ 00:17:04.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:18:00.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,131496203627
"Mar 12, 2026 @ 00:22:06.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:22:40.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,17,0.8625,186196829493
"Mar 12, 2026 @ 00:23:00.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,129691992701
"Mar 12, 2026 @ 00:27:08.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:28:03.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,129691992701
"Mar 12, 2026 @ 00:32:11.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,50794499714
"Mar 12, 2026 @ 00:33:46.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,148826449100
"Mar 12, 2026 @ 00:34:07.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,129691992701
"Mar 12, 2026 @ 00:35:19.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,130444170517
"Mar 12, 2026 @ 00:38:50.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,151512207788
"Mar 12, 2026 @ 00:39:00.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,171963243796
"Mar 12, 2026 @ 00:43:45.000",Rebel,rori,gcw_region_rori_3,factional presence,12,1,112913027861
"Mar 12, 2026 @ 00:44:18.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,148826449100
"Mar 12, 2026 @ 00:44:46.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,112913027861
"Mar 12, 2026 @ 00:49:19.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,148826449100
"Mar 12, 2026 @ 00:49:50.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,112913027861
"Mar 12, 2026 @ 00:52:52.000",Rebel,naboo,gcw_region_naboo_4,factional presence,14,1,112913027861
"Mar 12, 2026 @ 00:57:54.000",Rebel,dantooine,gcw_region_dantooine_5,factional presence,10,1,112913027861
"Mar 12, 2026 @ 01:08:21.000",Rebel,rori,gcw_region_rori_8,delivering supplies (PvE),1260,21,177316249315
"Mar 12, 2026 @ 01:12:31.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,131496203627
"Mar 12, 2026 @ 01:13:08.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,181205930442
"Mar 12, 2026 @ 01:14:55.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,157088379962
"Mar 12, 2026 @ 01:17:34.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,131496203627
"Mar 12, 2026 @ 01:21:03.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:23:03.000",Rebel,lok,gcw_region_lok_13,factional presence,14,1,149249032596
"Mar 12, 2026 @ 01:28:04.000",Rebel,lok,gcw_region_lok_13,factional presence,14,1,157088379962
"Mar 12, 2026 @ 01:29:09.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:34:11.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:39:15.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:44:17.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:44:21.000",Imperial,rori,gcw_region_rori_8,delivering supplies (PvE),525,7,171792776291
"Mar 12, 2026 @ 01:49:21.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:54:24.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 01:55:22.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1000,20,144466166976
"Mar 12, 2026 @ 01:59:25.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,157088379962
"Mar 12, 2026 @ 02:04:28.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:06:23.000",Rebel,tatooine,gcw_region_tatooine_8,factional presence,3,0.1875,186570184285
"Mar 12, 2026 @ 02:09:30.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:11:26.000",Rebel,tatooine,gcw_region_tatooine_8,factional presence,3,0.1875,186570184285
"Mar 12, 2026 @ 02:14:18.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,2710173457
"Mar 12, 2026 @ 02:14:34.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:16:26.000",Rebel,tatooine,gcw_region_tatooine_8,factional presence,3,0.1875,186570184285
"Mar 12, 2026 @ 02:19:22.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,2710173457
"Mar 12, 2026 @ 02:19:37.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:21:18.000",Rebel,dantooine,gcw_region_dantooine_1,winning a Flashpoint,1000,1,-372109919258957233
"Mar 12, 2026 @ 02:21:18.000",Rebel,dantooine,gcw_region_dantooine_1,participating in a Flashpoint,1500,1,-372109919258957233
"Mar 12, 2026 @ 02:24:26.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,2710173457
"Mar 12, 2026 @ 02:24:41.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:25:13.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,132853911661
"Mar 12, 2026 @ 02:25:17.000",Rebel,tatooine,gcw_region_tatooine_8,factional presence,3,0.1875,186570184285
"Mar 12, 2026 @ 02:29:42.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:30:13.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,132853911661
"Mar 12, 2026 @ 02:30:18.000",Rebel,tatooine,gcw_region_tatooine_8,factional presence,3,0.1875,186570184285
"Mar 12, 2026 @ 02:32:18.000",Rebel,tatooine,gcw_region_tatooine_9,factional presence,3,0.1875,186570184285
"Mar 12, 2026 @ 02:34:45.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:34:53.000",Imperial,null,gcw_region_yavin4_17,winning a PvP Space Battle,1000,1,187162256593
"Mar 12, 2026 @ 02:34:53.000",Imperial,null,gcw_region_yavin4_17,participating in a PvP Space Battle,1500,1,187162256593
"Mar 12, 2026 @ 02:35:13.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,132853911661
"Mar 12, 2026 @ 02:36:08.000",Imperial,rori,gcw_region_rori_13,factional presence,15,1,134450311652
"Mar 12, 2026 @ 02:39:48.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:41:13.000",Imperial,rori,gcw_region_rori_13,factional presence,15,1,134450311652
"Mar 12, 2026 @ 02:43:03.000",Imperial,rori,gcw_region_rori_13,participating in a PvE Space Battle,750,1,187154254328
"Mar 12, 2026 @ 02:43:03.000",Imperial,rori,gcw_region_rori_13,winning a PvE Space Battle,750,1,187154254328
"Mar 12, 2026 @ 02:44:15.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,134450311652
"Mar 12, 2026 @ 02:44:51.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:47:22.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,115392680553
"Mar 12, 2026 @ 02:49:53.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:54:55.000",Rebel,rori,gcw_region_rori_9,factional presence,12,1,149249032596
"Mar 12, 2026 @ 02:56:56.000",Rebel,lok,gcw_region_lok_13,factional presence,14,1,149249032596
"Mar 12, 2026 @ 02:59:57.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,149249032596
"Mar 12, 2026 @ 03:05:00.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,149249032596
"Mar 12, 2026 @ 03:08:16.000",Imperial,rori,gcw_region_rori_8,factional presence,15,1,62301044419
"Mar 12, 2026 @ 03:09:57.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 03:10:03.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,149249032596
"Mar 12, 2026 @ 03:14:20.000",Imperial,rori,gcw_region_rori_8,factional presence,15,1,62301044419
"Mar 12, 2026 @ 03:15:08.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,149249032596
"Mar 12, 2026 @ 03:15:25.000",Imperial,corellia,gcw_region_corellia_14,factional presence,20,1,134450311652
"Mar 12, 2026 @ 03:16:48.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,2710173457
"Mar 12, 2026 @ 03:20:10.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,149249032596
"Mar 12, 2026 @ 03:20:27.000",Imperial,corellia,gcw_region_corellia_14,factional presence,20,1,134450311652
"Mar 12, 2026 @ 03:21:22.000",Rebel,talus,gcw_region_talus_3,participating in a Flashpoint,1500,1,-354095520706752249
"Mar 12, 2026 @ 03:21:22.000",Rebel,talus,gcw_region_talus_3,winning a Flashpoint,1400,1,-354095520706752249
"Mar 12, 2026 @ 03:21:25.000",Imperial,rori,gcw_region_rori_8,factional presence,15,1,62301044419
"Mar 12, 2026 @ 03:22:00.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 03:22:29.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,134450311652
"Mar 12, 2026 @ 03:25:13.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,149249032596
"Mar 12, 2026 @ 03:25:32.000",Imperial,corellia,gcw_region_corellia_14,factional presence,20,1,134450311652
"Mar 12, 2026 @ 03:25:55.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,38818046733
"Mar 12, 2026 @ 03:29:04.000",Imperial,rori,gcw_region_rori_8,factional presence,15,1,38818046733
"Mar 12, 2026 @ 03:30:15.000",Rebel,rori,gcw_region_rori_8,factional presence,12,1,157088379962
"Mar 12, 2026 @ 03:30:32.000",Imperial,corellia,gcw_region_corellia_14,factional presence,20,1,134450311652
"Mar 12, 2026 @ 03:30:41.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,140146215804
"Mar 12, 2026 @ 03:31:00.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 03:31:31.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,38,1,57097434311
"Mar 12, 2026 @ 03:31:54.000",Imperial,corellia,gcw_region_corellia_14,winning a PvP Space Battle,2000,1,187176255839
"Mar 12, 2026 @ 03:31:54.000",Imperial,corellia,gcw_region_corellia_14,participating in a PvP Space Battle,1500,1,187176255839
"Mar 12, 2026 @ 03:33:32.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,134450311652
"Mar 12, 2026 @ 03:34:32.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,150069217017
"Mar 12, 2026 @ 03:36:01.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 03:37:35.000",Imperial,rori,gcw_region_rori_3,factional presence,15,1,62301044419
"Mar 12, 2026 @ 03:39:12.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,38,1,62301044419
"Mar 12, 2026 @ 03:40:22.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1203,13,158780227439
"Mar 12, 2026 @ 03:41:05.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 03:42:39.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,150069217017
"Mar 12, 2026 @ 03:42:40.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,62301044419
"Mar 12, 2026 @ 03:47:43.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,62301044419
"Mar 12, 2026 @ 03:48:08.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,178269748381
"Mar 12, 2026 @ 03:57:49.000",Rebel,talus,gcw_region_talus_5,factional presence,14,1,150069217017
"Mar 12, 2026 @ 03:58:14.000",Rebel,talus,gcw_region_talus_14,factional presence,14,1,186379692234
"Mar 12, 2026 @ 03:58:24.000",Rebel,lok,gcw_region_lok_3,factional presence,14,1,1159010717
"Mar 12, 2026 @ 03:59:51.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,150069217017
"Mar 12, 2026 @ 04:04:14.000",Rebel,talus,gcw_region_talus_14,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:04:53.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,150069217017
"Mar 12, 2026 @ 04:06:16.000",Rebel,talus,gcw_region_talus_8,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:09:04.000",Imperial,talus,gcw_region_talus_3,delivering supplies (PvE),350,7,133215702585
"Mar 12, 2026 @ 04:11:01.000",Rebel,naboo,gcw_region_naboo_6,factional presence,14,1,2710173457
"Mar 12, 2026 @ 04:11:44.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,62301044419
"Mar 12, 2026 @ 04:12:23.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1838,20,43919139667
"Mar 12, 2026 @ 04:16:05.000",Rebel,naboo,gcw_region_naboo_6,factional presence,14,1,2710173457
"Mar 12, 2026 @ 04:16:47.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,62301044419
"Mar 12, 2026 @ 04:19:46.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,134450311652
"Mar 12, 2026 @ 04:21:05.000",Rebel,naboo,gcw_region_naboo_6,factional presence,14,1,2710173457
"Mar 12, 2026 @ 04:21:27.000",Imperial,naboo,gcw_region_naboo_6,winning a Flashpoint,1000,1,-290200701036156337
"Mar 12, 2026 @ 04:21:27.000",Imperial,naboo,gcw_region_naboo_6,participating in a Flashpoint,1875,1.25,-290200701036156337
"Mar 12, 2026 @ 04:21:50.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,62301044419
"Mar 12, 2026 @ 04:24:49.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,134450311652
"Mar 12, 2026 @ 04:25:25.000",Rebel,talus,gcw_region_talus_8,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:26:07.000",Rebel,naboo,gcw_region_naboo_6,factional presence,14,1,2710173457
"Mar 12, 2026 @ 04:26:53.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,62301044419
"Mar 12, 2026 @ 04:29:50.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,134450311652
"Mar 12, 2026 @ 04:30:28.000",Rebel,talus,gcw_region_talus_8,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:31:11.000",Rebel,naboo,gcw_region_naboo_6,factional presence,14,1,2710173457
"Mar 12, 2026 @ 04:32:00.000",Imperial,talus,gcw_region_talus_16,winning a PvP Space Battle,1000,1,187156254251
"Mar 12, 2026 @ 04:32:00.000",Imperial,talus,gcw_region_talus_16,participating in a PvP Space Battle,1500,1,187156254251
"Mar 12, 2026 @ 04:34:59.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,62301044419
"Mar 12, 2026 @ 04:36:29.000",Rebel,talus,gcw_region_talus_8,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:37:13.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,2710173457
"Mar 12, 2026 @ 04:40:01.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,62301044419
"Mar 12, 2026 @ 04:41:32.000",Rebel,naboo,gcw_region_naboo_13,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:42:13.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,2710173457
"Mar 12, 2026 @ 04:47:35.000",Rebel,talus,gcw_region_talus_14,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:53:35.000",Rebel,talus,gcw_region_talus_14,factional presence,14,1,186379692234
"Mar 12, 2026 @ 04:57:05.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,144466166976
"Mar 12, 2026 @ 04:57:27.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),1540,22,13203657274
"Mar 12, 2026 @ 05:01:40.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:06:14.000",Rebel,rori,gcw_region_rori_1,factional presence,12,1,2710173457
"Mar 12, 2026 @ 05:06:41.000",Rebel,naboo,gcw_region_naboo_13,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:09:03.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,47730406695
"Mar 12, 2026 @ 05:11:15.000",Rebel,rori,gcw_region_rori_1,factional presence,12,1,2710173457
"Mar 12, 2026 @ 05:12:44.000",Rebel,naboo,gcw_region_naboo_13,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:16:15.000",Rebel,rori,gcw_region_rori_1,factional presence,12,1,2710173457
"Mar 12, 2026 @ 05:17:48.000",Rebel,naboo,gcw_region_naboo_13,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:21:18.000",Rebel,rori,gcw_region_rori_1,factional presence,12,1,2710173457
"Mar 12, 2026 @ 05:21:32.000",Rebel,rori,gcw_region_rori_1,winning a Flashpoint,1200,1,-314126074056562097
"Mar 12, 2026 @ 05:21:32.000",Rebel,rori,gcw_region_rori_1,participating in a Flashpoint,1688,1.125,-314126074056562097
"Mar 12, 2026 @ 05:25:26.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,130444170517
"Mar 12, 2026 @ 05:25:26.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),980,14,151830426567
"Mar 12, 2026 @ 05:26:38.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,184502266296
"Mar 12, 2026 @ 05:33:29.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,131496203627
"Mar 12, 2026 @ 05:33:58.000",Rebel,naboo,gcw_region_naboo_13,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:36:31.000",Rebel,lok,gcw_region_lok_2,factional presence,14,1,131496203627
"Mar 12, 2026 @ 05:38:31.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,14,1,131496203627
"Mar 12, 2026 @ 05:39:02.000",Rebel,naboo,gcw_region_naboo_13,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:40:33.000",Rebel,tatooine,gcw_region_tatooine_2,factional presence,14,1,131496203627
"Mar 12, 2026 @ 05:46:14.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),1190,13,158780227439
"Mar 12, 2026 @ 05:52:12.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 05:57:15.000",Rebel,talus,gcw_region_talus_3,factional presence,14,1,186379692234
"Mar 12, 2026 @ 06:00:45.000",Imperial,rori,gcw_region_rori_3,factional presence,15,1,185495751529
"Mar 12, 2026 @ 06:02:21.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,38818046733
"Mar 12, 2026 @ 06:06:49.000",Imperial,rori,gcw_region_rori_3,factional presence,15,1,185495751529
